Question;target
Premise 1: L. Premise 2: R. Premise 3: If not D then (not D iff L). Premise 4: It is not the case that ((L implies R) and not Y). Conclusion : It is not the case that not L.;1
Premise 1: If (not D implies not W) then D. Premise 2: D and not R. Premise 3: If R then D. Premise 4: Either ((W implies not H) implies R) or not W. Conclusion : H.;0
Premise 1: (Y iff not N) and (not N and I). Premise 2: Either not Y or (not N implies not Y). Premise 3: (not N or (I or I)) and D. Premise 4: Y. Conclusion : It is not the case that (N or not N).;1
Premise 1: It is not the case that (not P implies (not T and not T)). Premise 2: It is not the case that E. Premise 3: T and E. Premise 4: It is not the case that (not T implies (P or G)). Conclusion : If ((E or T) implies not T) then P.;1
Premise 1: S and (U and U). Premise 2: U. Premise 3: It is not the case that not (S iff B). Premise 4: If B then (S and not S). Conclusion : Not (not B and B) if and only if not U.;1
Premise 1: It is not the case that ((Y implies R) or J). Premise 2: Either J or not (R and C). Premise 3: It is not the case that R. Premise 4: It is not the case that Y. Conclusion : Either R or J.;1
Premise 1: O. Premise 2: Either D or O. Premise 3: (O implies K) and not O. Premise 4: It is not the case that O. Conclusion : It is not the case that D.;1
Premise 1: Either not Y or B. Premise 2: H and (not B or H). Premise 3: Either not Y or P. Premise 4: Either B or not B. Conclusion : If H then B.;0
Premise 1: It is not the case that ((Q or not J) or not Q). Premise 2: It is not the case that (not C implies Q). Premise 3: T. Premise 4: Either C or (T iff T). Conclusion : (not Q implies not T) and J.;1
Premise 1: Not A and not K. Premise 2: Either not A or (T implies not K). Premise 3: (R and T) and (R or K). Premise 4: If (not not A and T) then not T. Conclusion : If not K then not K.;1
Premise 1: If ((U implies not S) iff not E) then J. Premise 2: Not J and J. Premise 3: If E then E. Premise 4: J. Conclusion : (J implies U) and J.;1
Premise 1: A. Premise 2: If not L then (A or L). Premise 3: It is not the case that S. Premise 4: Either (W implies not S) or (not W implies L). Conclusion : Not W and L.;0
Premise 1: Either (R iff C) or (not R or C). Premise 2: X. Premise 3: Either not C or not X. Premise 4: X. Conclusion : L and (not C implies X).;0
Premise 1: (not W implies not B) and W. Premise 2: It is not the case that (R and B). Premise 3: Not W and R. Premise 4: It is not the case that (not W implies G). Conclusion : R.;1
Premise 1: Either not A or (not V or A). Premise 2: It is not the case that (G and (V and G)). Premise 3: Not G and V. Premise 4: It is not the case that ((not Q and Q) or V). Conclusion : It is not the case that not V.;1
Premise 1: D. Premise 2: W. Premise 3: Either D or W. Premise 4: (not W implies S) if and only if W. Conclusion : Not I and not D.;0
Premise 1: Q and not A. Premise 2: X. Premise 3: Not X and (not A or not Q). Premise 4: (A implies Q) and not not K. Conclusion : It is not the case that (not Q implies not K).;1
Premise 1: (L and not L) and (P or L). Premise 2: Not B and B. Premise 3: Either Y or (P and B). Premise 4: P. Conclusion : It is not the case that L.;1
Premise 1: It is not the case that (H iff W). Premise 2: Either D or W. Premise 3: It is not the case that (not W implies not N). Premise 4: If D then N. Conclusion : D.;1
Premise 1: D and (T and R). Premise 2: It is not the case that (not I iff T). Premise 3: Either (not D and I) or T. Premise 4: It is not the case that not T. Conclusion : It is not the case that not I.;1
Premise 1: Either Q or not C. Premise 2: Q. Premise 3: It is not the case that not (L and C). Premise 4: Q. Conclusion : Either L or not L.;1
Premise 1: Either H or H. Premise 2: H. Premise 3: R and (U implies (not U or R)). Premise 4: If U then U. Conclusion : F.;0
Premise 1: Either not H or (not W or not Q). Premise 2: H. Premise 3: It is not the case that D. Premise 4: If not D then H. Conclusion : It is not the case that (not not Q or H).;0
Premise 1: If not Q then (X implies J). Premise 2: It is not the case that F. Premise 3: If J then not X. Premise 4: Either F or J. Conclusion : F.;0
Premise 1: (B and P) and (not B implies V). Premise 2: B and (L and (L and B)). Premise 3: Not (L and L) and not L. Premise 4: V and V. Conclusion : It is not the case that P.;1
Premise 1: K. Premise 2: Either X or not R. Premise 3: C. Premise 4: If not R then (X and X). Conclusion : It is not the case that R.;0
Premise 1: Either L or (T and not T). Premise 2: T. Premise 3: It is not the case that F. Premise 4: Either (F implies P) or not F. Conclusion : T.;1
Premise 1: (K or A) and not O. Premise 2: It is not the case that (O implies not not U). Premise 3: It is not the case that A. Premise 4: ((U and K) implies K) and K. Conclusion : ((A and O) and U) if and only if A.;1
Premise 1: Q and not Y. Premise 2: F. Premise 3: L. Premise 4: If (not Y and not L) then F. Conclusion : If (F implies (Q and F)) then not Y.;1
Premise 1: It is not the case that not A. Premise 2: (not A or not Q) and (Q implies not Q). Premise 3: It is not the case that (A or (A and not A)). Premise 4: It is not the case that Y. Conclusion : A.;1
Premise 1: U. Premise 2: If R then U. Premise 3: L. Premise 4: If (R or L) then not not L. Conclusion : It is not the case that not not U.;0
Premise 1: Either P or not not not G. Premise 2: It is not the case that B. Premise 3: Either not G or (not W and (G iff not P)). Premise 4: If ((not G and G) and G) then B. Conclusion : It is not the case that G.;1
Premise 1: Either not F or F. Premise 2: It is not the case that not F. Premise 3: It is not the case that F. Premise 4: It is not the case that S. Conclusion : Not Y and not (Y and not Y).;1
Premise 1: It is not the case that K. Premise 2: Q and E. Premise 3: It is not the case that U. Premise 4: It is not the case that E. Conclusion : K and Q.;1
Premise 1: It is not the case that not V. Premise 2: It is not the case that (not C or O). Premise 3: V. Premise 4: Not not V and not C. Conclusion : J.;1
Premise 1: It is not the case that W. Premise 2: Not not L if and only if (N implies not E). Premise 3: If (not E and not E) then not W. Premise 4: N. Conclusion : Not E and L.;0
Premise 1: W. Premise 2: Either K or (not K or (C implies not Q)). Premise 3: If (C implies W) then not K. Premise 4: It is not the case that not Q. Conclusion : C and not K.;0
Premise 1: I. Premise 2: If not C then I. Premise 3: Either C or R. Premise 4: It is not the case that (U implies not I). Conclusion : It is not the case that (not I or not U).;1
Premise 1: Either J or not J. Premise 2: Not W and ((not J or W) or D). Premise 3: It is not the case that (not J and not W). Premise 4: It is not the case that N. Conclusion : D.;1
Premise 1: If not E then E. Premise 2: Not I and (not T iff E). Premise 3: R and R. Premise 4: It is not the case that E. Conclusion : I.;1
Premise 1: Either not G or not T. Premise 2: C. Premise 3: T. Premise 4: It is not the case that C. Conclusion : It is not the case that (N implies not N).;1
Premise 1: S if and only if F. Premise 2: F. Premise 3: It is not the case that (S iff W). Premise 4: Either not not S or S. Conclusion : Either not (not G iff G) or not W.;1
Premise 1: (not O or not L) and not L. Premise 2: Either O or (C implies L). Premise 3: Either (L or C) or V. Premise 4: V and C. Conclusion : It is not the case that V.;0
Premise 1: (D implies not D) if and only if not D. Premise 2: (G and D) and not G. Premise 3: D. Premise 4: G. Conclusion : D.;1
Premise 1: If N then (D or not N). Premise 2: If (not N implies I) then not N. Premise 3: (not N implies N) and D. Premise 4: It is not the case that (D or not N). Conclusion : Either (not U implies not N) or N.;1
Premise 1: R and E. Premise 2: It is not the case that E. Premise 3: It is not the case that E. Premise 4: If V then not (J and R). Conclusion : Not E and not J.;1
Premise 1: Q. Premise 2: If Q then (not H and (U or U)). Premise 3: U if and only if (A iff Q). Premise 4: Either U or A. Conclusion : Either not Q or H.;0
Premise 1: Either (I or not D) or not Y. Premise 2: Either not Y or I. Premise 3: If (not I implies not I) then not I. Premise 4: (Y and not D) and D. Conclusion : If (I implies D) then Q.;1
Premise 1: It is not the case that V. Premise 2: Either L or L. Premise 3: V. Premise 4: S. Conclusion : If (L implies S) then (not L iff not L).;1
Premise 1: Either C or (not O implies not I). Premise 2: (not O and (O implies C)) and T. Premise 3: It is not the case that (T and (O and O)). Premise 4: If not I then C. Conclusion : If not T then (I implies T).;1
Premise 1: It is not the case that ((K and not A) and S). Premise 2: If S then not not A. Premise 3: S. Premise 4: A. Conclusion : Not A and (A and V).;0
Premise 1: Either (S implies K) or not F. Premise 2: If not F then not W. Premise 3: Either not not K or (F and W). Premise 4: Either W or (W and S). Conclusion : If W then not not F.;1
Premise 1: Either not not I or not O. Premise 2: Either (not I implies F) or (not U or not U). Premise 3: If I then ((F and O) or F). Premise 4: It is not the case that (not U or (I or I)). Conclusion : It is not the case that O.;1
Premise 1: (N implies B) and not N. Premise 2: (not N and not Y) and Y. Premise 3: If N then (Y implies (H implies B)). Premise 4: It is not the case that B. Conclusion : Either H or Y.;1
Premise 1: Either not V or V. Premise 2: It is not the case that C. Premise 3: If C then (G or V). Premise 4: It is not the case that R. Conclusion : V and not G.;0
Premise 1: If (not A or A) then not P. Premise 2: It is not the case that (T implies (not P and P)). Premise 3: Either not P or J. Premise 4: If A then (not J implies not P). Conclusion : It is not the case that not J.;0
Premise 1: If (not T implies J) then (T or not J). Premise 2: (not T iff F) if and only if J. Premise 3: It is not the case that J. Premise 4: (R or T) and (not R iff not J). Conclusion : J and not J.;0
Premise 1: D and (U or L). Premise 2: It is not the case that D. Premise 3: It is not the case that S. Premise 4: If D then L. Conclusion : Either S or D.;1
Premise 1: It is not the case that R. Premise 2: R. Premise 3: It is not the case that not not K. Premise 4: It is not the case that not not K. Conclusion : (W implies W) if and only if K.;1
Premise 1: K and (R implies T). Premise 2: It is not the case that (T implies T). Premise 3: It is not the case that not K. Premise 4: If (not K and not K) then T. Conclusion : Either not not D or K.;1
Premise 1: O and (G and not A). Premise 2: It is not the case that not (A or G). Premise 3: Either not X or O. Premise 4: G. Conclusion : X if and only if (not X implies (not A or A)).;0
Premise 1: Either Y or (Y and not R). Premise 2: R if and only if (R and Y). Premise 3: B. Premise 4: R. Conclusion : (not R implies (H implies B)) if and only if B.;1
Premise 1: If not (F or V) then not F. Premise 2: (F implies not not V) and J. Premise 3: It is not the case that (P and not J). Premise 4: Either F or not (F or V). Conclusion : Either P or P.;0
Premise 1: It is not the case that D. Premise 2: H. Premise 3: Not D if and only if H. Premise 4: Not H and H. Conclusion : Either ((R or R) or D) or R.;1
Premise 1: W and (not W or F). Premise 2: If (W or not J) then (J and F). Premise 3: J. Premise 4: It is not the case that (F iff (W and not N)). Conclusion : N and (not W and W).;0
Premise 1: K. Premise 2: T. Premise 3: S. Premise 4: It is not the case that E. Conclusion : E.;0
Premise 1: It is not the case that (not H implies H). Premise 2: Either C or P. Premise 3: It is not the case that X. Premise 4: It is not the case that P. Conclusion : Not H and (H implies P).;1
Premise 1: Either not E or (not I implies not E). Premise 2: Not N and (I implies (I implies N)). Premise 3: Not I if and only if I. Premise 4: N and (E and E). Conclusion : U.;1
Premise 1: It is not the case that (U or not not D). Premise 2: O and (not O implies D). Premise 3: U. Premise 4: Either D or (not O implies D). Conclusion : O and (G and U).;1
Premise 1: E if and only if (W and not not W). Premise 2: E and (W and W). Premise 3: If not O then (W and not W). Premise 4: O and not O. Conclusion : (not O or (not E or K)) and O.;1
Premise 1: Either not S or (not B or B). Premise 2: Either K or (not Y implies Y). Premise 3: (K or not S) if and only if K. Premise 4: If not B then not S. Conclusion : K.;0
Premise 1: It is not the case that I. Premise 2: It is not the case that (Y implies (not S or not E)). Premise 3: It is not the case that I. Premise 4: Not S if and only if S. Conclusion : If E then (I and (I iff S)).;1
Premise 1: If not not B then not U. Premise 2: G. Premise 3: Not U and U. Premise 4: (G and not U) and (U or B). Conclusion : B if and only if (B implies N).;1
Premise 1: If K then (D iff (Y and Y)). Premise 2: If (not D and not K) then not K. Premise 3: It is not the case that D. Premise 4: It is not the case that K. Conclusion : Either not D or K.;1
Premise 1: It is not the case that H. Premise 2: If H then Q. Premise 3: It is not the case that H. Premise 4: If D then not (not Q implies Q). Conclusion : D.;0
Premise 1: Not not J if and only if (R implies not R). Premise 2: It is not the case that not W. Premise 3: R and (W and not R). Premise 4: J and not A. Conclusion : If J then R.;1
Premise 1: If not X then not not I. Premise 2: X. Premise 3: It is not the case that not A. Premise 4: A. Conclusion : It is not the case that (I and (X and X)).;0
Premise 1: It is not the case that ((Q and not H) or D). Premise 2: Q if and only if D. Premise 3: D. Premise 4: H if and only if not (T or not D). Conclusion : If T then (T or H).;1
Premise 1: If (not B implies not X) then not L. Premise 2: It is not the case that B. Premise 3: X. Premise 4: It is not the case that X. Conclusion : (not L or (B or X)) and L.;1
Premise 1: It is not the case that ((C or not Y) and Y). Premise 2: (I implies N) and (C and N). Premise 3: N. Premise 4: N. Conclusion : If (C and N) then I.;0
Premise 1: It is not the case that not (not V implies not N). Premise 2: It is not the case that (V and (V and D)). Premise 3: Either not V or (not not K or not K). Premise 4: N. Conclusion : It is not the case that (not K and K).;1
Premise 1: Either G or not not D. Premise 2: Either not N or (not W or N). Premise 3: W. Premise 4: Not N and not W. Conclusion : It is not the case that N.;1
Premise 1: It is not the case that not X. Premise 2: Either B or S. Premise 3: B. Premise 4: Either (not B or (not G implies S)) or X. Conclusion : If not not B then not X.;0
Premise 1: Y. Premise 2: (not S or E) if and only if (S iff I). Premise 3: Not not Y and (not I implies E). Premise 4: E. Conclusion : S and not (I and S).;0
Premise 1: If B then B. Premise 2: If U then B. Premise 3: B. Premise 4: It is not the case that (K implies K). Conclusion : It is not the case that K.;1
Premise 1: It is not the case that A. Premise 2: If A then not K. Premise 3: Either (not R and W) or not K. Premise 4: Either not R or A. Conclusion : If (K or R) then (not K implies W).;1
Premise 1: If not C then L. Premise 2: L. Premise 3: Either R or not L. Premise 4: It is not the case that not not C. Conclusion : It is not the case that W.;0
Premise 1: It is not the case that D. Premise 2: Either not Q or W. Premise 3: W. Premise 4: (not D implies D) if and only if (D implies D). Conclusion : It is not the case that I.;1
Premise 1: N. Premise 2: If not U then D. Premise 3: Either (U implies (D iff U)) or D. Premise 4: D. Conclusion : J.;0
Premise 1: If (not I implies not E) then not Y. Premise 2: It is not the case that O. Premise 3: Either O or not (Y iff I). Premise 4: It is not the case that ((not E implies Y) and E). Conclusion : (not E iff not Y) and (O and E).;0
Premise 1: Not F and H. Premise 2: (not O implies H) if and only if not V. Premise 3: Not H and not O. Premise 4: Either V or V. Conclusion : Either (not F implies H) or not H.;1
Premise 1: F. Premise 2: It is not the case that F. Premise 3: K. Premise 4: Not R and (W and W). Conclusion : W and F.;1
Premise 1: Not J and not P. Premise 2: It is not the case that not P. Premise 3: Not J and not C. Premise 4: If not P then ((not U or U) or not C). Conclusion : J.;1
Premise 1: It is not the case that (not not L iff not Y). Premise 2: If not (Y or Y) then L. Premise 3: If L then not Y. Premise 4: Either S or F. Conclusion : It is not the case that Y.;1
Premise 1: R. Premise 2: R. Premise 3: It is not the case that not (X or K). Premise 4: If (R implies K) then (K or not R). Conclusion : (X and X) and (K implies R).;0
Premise 1: If not O then A. Premise 2: Either K or not not A. Premise 3: A. Premise 4: It is not the case that O. Conclusion : It is not the case that A.;0
Premise 1: K and K. Premise 2: R. Premise 3: K. Premise 4: C. Conclusion : It is not the case that R.;0
Premise 1: Not P and not H. Premise 2: U. Premise 3: It is not the case that F. Premise 4: Either not H or not (F or H). Conclusion : F and H.;0
Premise 1: P and not G. Premise 2: A and not A. Premise 3: (V and V) and V. Premise 4: (A or not A) and (A implies A). Conclusion : It is not the case that A.;1
Premise 1: Not F and H. Premise 2: H if and only if F. Premise 3: F. Premise 4: U and (not U and not P). Conclusion : If P then (P implies H).;1
Premise 1: It is not the case that P. Premise 2: If not D then P. Premise 3: If T then (K implies D). Premise 4: D and T. Conclusion : If T then not T.;0
Premise 1: Not N and (not X and D). Premise 2: L if and only if (not D or (L implies not N)). Premise 3: It is not the case that N. Premise 4: D. Conclusion : Not X and D.;1
Premise 1: A. Premise 2: (not R implies (H and not H)) and A. Premise 3: If H then (A implies (not A implies not A)). Premise 4: T if and only if A. Conclusion : Not A and H.;0
Premise 1: It is not the case that T. Premise 2: (not P and E) if and only if (J implies J). Premise 3: It is not the case that P. Premise 4: J. Conclusion : Either P or (not E and T).;0
Premise 1: It is not the case that (not H and (not R implies not R)). Premise 2: H and A. Premise 3: V. Premise 4: It is not the case that A. Conclusion : Either not V or A.;1
Premise 1: Either (L implies L) or not W. Premise 2: O and not O. Premise 3: It is not the case that ((O or O) implies not O). Premise 4: W. Conclusion : It is not the case that ((not W implies O) and O).;1
Premise 1: F and H. Premise 2: If (V and V) then (not F implies not F). Premise 3: H and not V. Premise 4: If H then not (O or H). Conclusion : Either O or H.;1
Premise 1: If not Q then (U implies not B). Premise 2: Either (U and U) or (Q and Q). Premise 3: ((Q or G) implies U) and U. Premise 4: It is not the case that U. Conclusion : B if and only if Q.;1
Premise 1: Either Q or not Q. Premise 2: K. Premise 3: It is not the case that (not Q or V). Premise 4: It is not the case that V. Conclusion : It is not the case that V.;1
Premise 1: Either H or (not T implies not B). Premise 2: (T iff T) and not B. Premise 3: It is not the case that (not H or T). Premise 4: (B or not T) if and only if T. Conclusion : B and B.;1
Premise 1: It is not the case that Y. Premise 2: If ((R iff H) or R) then A. Premise 3: It is not the case that Y. Premise 4: It is not the case that R. Conclusion : It is not the case that Y.;1
Premise 1: It is not the case that K. Premise 2: It is not the case that (A or K). Premise 3: Either (N and not A) or not not N. Premise 4: Not not A and not A. Conclusion : Either A or A.;1
Premise 1: It is not the case that not G. Premise 2: D and (D implies Y). Premise 3: Either not G or (not not D and D). Premise 4: Y. Conclusion : It is not the case that not not Y.;0
Premise 1: Q. Premise 2: If V then (Q and V). Premise 3: It is not the case that L. Premise 4: It is not the case that L. Conclusion : If Q then (A or V).;0
Premise 1: Either (not U or not N) or (not N iff U). Premise 2: K. Premise 3: It is not the case that (N and not K). Premise 4: N. Conclusion : A.;0
Premise 1: It is not the case that (not U and (U iff H)). Premise 2: F. Premise 3: It is not the case that not U. Premise 4: It is not the case that F. Conclusion : It is not the case that (H implies H).;1
Premise 1: J. Premise 2: J. Premise 3: Either (T and A) or (not A implies J). Premise 4: S. Conclusion : If J then J.;1
Premise 1: Either not O or (X implies (E and L)). Premise 2: Either (E and (E implies X)) or L. Premise 3: Either (not E or not X) or (X and E). Premise 4: Either X or (E implies E). Conclusion : It is not the case that O.;0
Premise 1: It is not the case that not (R and R). Premise 2: R. Premise 3: If not X then J. Premise 4: It is not the case that J. Conclusion : It is not the case that not X.;1
Premise 1: N. Premise 2: It is not the case that F. Premise 3: (not N and F) if and only if J. Premise 4: Y. Conclusion : ((J and not F) or Y) and Y.;1
Premise 1: ((not S implies not B) implies B) if and only if K. Premise 2: If not S then not B. Premise 3: If B then B. Premise 4: Either not B or (B and S). Conclusion : U and not B.;0
Premise 1: Either J or (not J implies not X). Premise 2: J. Premise 3: If (B implies B) then B. Premise 4: It is not the case that (O and X). Conclusion : (O and not X) and X.;0
Premise 1: B. Premise 2: It is not the case that not B. Premise 3: Either (U implies not U) or B. Premise 4: It is not the case that ((Q and B) iff H). Conclusion : Q if and only if H.;0
Premise 1: (H and V) and H. Premise 2: It is not the case that (H and not H). Premise 3: It is not the case that ((V or not V) implies not H). Premise 4: P. Conclusion : It is not the case that (P and V).;0
Premise 1: If ((not Q and not Y) implies Y) then Y. Premise 2: It is not the case that (not E and J). Premise 3: Either (not Q and not Q) or Q. Premise 4: It is not the case that not Q. Conclusion : It is not the case that (J iff not not E).;0
Premise 1: ((P implies P) and T) and not A. Premise 2: Either A or not not not P. Premise 3: Either not A or not not P. Premise 4: It is not the case that P. Conclusion : Not (A and not A) and not K.;0
Premise 1: If O then O. Premise 2: Either (H and C) or O. Premise 3: If X then not O. Premise 4: (C and X) if and only if C. Conclusion : It is not the case that O.;0
Premise 1: T. Premise 2: J and J. Premise 3: Not (T implies not Q) and J. Premise 4: Either not J or T. Conclusion : J.;1
Premise 1: Either R or L. Premise 2: If R then (A implies not T). Premise 3: R. Premise 4: Either R or (A iff not A). Conclusion : If (L and T) then (not L or L).;1
Premise 1: Either K or Y. Premise 2: (Y or K) and (Y implies not B). Premise 3: K. Premise 4: If not Y then K. Conclusion : Y.;0
Premise 1: G. Premise 2: It is not the case that P. Premise 3: P. Premise 4: B. Conclusion : It is not the case that G.;1
Premise 1: P. Premise 2: U and P. Premise 3: If (U implies not J) then E. Premise 4: U. Conclusion : E if and only if J.;0
Premise 1: Either not S or A. Premise 2: V. Premise 3: It is not the case that A. Premise 4: It is not the case that (K and K). Conclusion : If A then (not V implies V).;1
Premise 1: If F then not K. Premise 2: Not K and F. Premise 3: If not K then (not T or K). Premise 4: Either not F or T. Conclusion : Either not T or T.;1
Premise 1: If K then Y. Premise 2: K and (P or B). Premise 3: If not B then (not not P or K). Premise 4: Y. Conclusion : (B or Y) if and only if K.;1
Premise 1: If (not S implies (not U implies S)) then S. Premise 2: It is not the case that U. Premise 3: Either not A or ((not U implies L) or A). Premise 4: S. Conclusion : It is not the case that S.;0
Premise 1: Either S or S. Premise 2: Either U or (not G iff (S implies U)). Premise 3: S. Premise 4: U and (not U and G). Conclusion : Either G or E.;1
Premise 1: (X and P) and (not G or G). Premise 2: Not X if and only if G. Premise 3: It is not the case that X. Premise 4: It is not the case that not E. Conclusion : It is not the case that not not not P.;1
Premise 1: (H and H) and not H. Premise 2: U and O. Premise 3: If not H then U. Premise 4: U and O. Conclusion : If F then not O.;1
Premise 1: K and not D. Premise 2: It is not the case that ((not O or X) implies D). Premise 3: Not O and O. Premise 4: D. Conclusion : If (O and not O) then O.;1
Premise 1: X. Premise 2: H. Premise 3: H. Premise 4: It is not the case that (H and (not C and not C)). Conclusion : If (H iff X) then not X.;0
Premise 1: Either R or T. Premise 2: K and (R iff not R). Premise 3: Either R or K. Premise 4: If (E implies R) then not E. Conclusion : R.;1
Premise 1: It is not the case that (not L or not O). Premise 2: Not O and (not U implies (L or not U)). Premise 3: D. Premise 4: Either (not U implies L) or not L. Conclusion : It is not the case that not D.;1
Premise 1: Not V and (B or R). Premise 2: It is not the case that K. Premise 3: It is not the case that V. Premise 4: (B and K) and (B implies V). Conclusion : R.;1
Premise 1: C and (not Q implies (C implies not C)). Premise 2: It is not the case that (not L and T). Premise 3: If ((C or not T) and L) then L. Premise 4: Either not Q or T. Conclusion : L if and only if not T.;0
Premise 1: If not N then ((D and U) and not G). Premise 2: U and (N implies N). Premise 3: If D then (not N and G). Premise 4: U. Conclusion : D.;0
Premise 1: It is not the case that (N implies not E). Premise 2: Either (N or not N) or X. Premise 3: It is not the case that not not X. Premise 4: E. Conclusion : Not E and X.;0
Premise 1: W. Premise 2: If A then A. Premise 3: It is not the case that (A or A). Premise 4: It is not the case that R. Conclusion : Not R and I.;0
Premise 1: F. Premise 2: Either S or not G. Premise 3: Either X or S. Premise 4: It is not the case that (G implies F). Conclusion : It is not the case that (not S and X).;1
Premise 1: V. Premise 2: Q. Premise 3: Not Q and not not V. Premise 4: V and F. Conclusion : Not F and (V implies (G or V)).;1
Premise 1: N. Premise 2: If U then not (not D and not L). Premise 3: Either (U and L) or not N. Premise 4: It is not the case that not D. Conclusion : L.;1
Premise 1: It is not the case that G. Premise 2: X and (G and (X implies X)). Premise 3: (not G implies (X implies not G)) and not O. Premise 4: Either (O or O) or D. Conclusion : It is not the case that (O and X).;1
Premise 1: Not O and not not B. Premise 2: If (B implies not J) then (not B or not X). Premise 3: It is not the case that X. Premise 4: It is not the case that X. Conclusion : O.;0
Premise 1: Not not I and (Y implies S). Premise 2: I. Premise 3: Either not (not Y or not Y) or not I. Premise 4: It is not the case that A. Conclusion : I.;1
Premise 1: If (X or not E) then not X. Premise 2: It is not the case that not H. Premise 3: If (E or X) then not H. Premise 4: If not E then X. Conclusion : (not H or X) and not not O.;1
Premise 1: If not L then not P. Premise 2: It is not the case that X. Premise 3: Not not P and (not P implies not B). Premise 4: It is not the case that B. Conclusion : It is not the case that X.;1
Premise 1: Not G and not S. Premise 2: Either not D or V. Premise 3: Either (G or not D) or (G or V). Premise 4: S and S. Conclusion : Either S or D.;1
Premise 1: H. Premise 2: V. Premise 3: Q. Premise 4: Either not Q or not V. Conclusion : It is not the case that Q.;1
Premise 1: Either not (W or O) or not L. Premise 2: F. Premise 3: F and (not F and (L and not L)). Premise 4: W. Conclusion : Either not W or not W.;1
Premise 1: Either U or E. Premise 2: If (not U and not E) then (Q or not U). Premise 3: If (not I and E) then (Q implies E). Premise 4: Either not (U and Q) or I. Conclusion : It is not the case that (E or I).;0
Premise 1: It is not the case that G. Premise 2: P. Premise 3: It is not the case that (not E implies G). Premise 4: It is not the case that G. Conclusion : P.;1
Premise 1: S. Premise 2: J. Premise 3: If (V or (J implies J)) then S. Premise 4: Not F if and only if J. Conclusion : J.;1
Premise 1: It is not the case that J. Premise 2: It is not the case that not (J implies not V). Premise 3: (not J or J) and A. Premise 4: A and not V. Conclusion : Either Q or (Q implies (A and J)).;1
Premise 1: It is not the case that H. Premise 2: Either (H and V) or V. Premise 3: H. Premise 4: H. Conclusion : It is not the case that (not E and (V and P)).;1
Premise 1: It is not the case that G. Premise 2: If F then not not G. Premise 3: X and not (Q iff F). Premise 4: It is not the case that Q. Conclusion : If F then (X and F).;1
Premise 1: Not G and G. Premise 2: X. Premise 3: Either not Q or not (not G implies G). Premise 4: It is not the case that (C implies not C). Conclusion : G and not C.;1
Premise 1: Either X or ((C and C) implies not C). Premise 2: Either C or O. Premise 3: Not C and O. Premise 4: Not O and (G and G). Conclusion : (X implies not X) if and only if C.;1
Premise 1: N. Premise 2: It is not the case that ((not N or U) implies not F). Premise 3: If N then (F or not N). Premise 4: F if and only if not H. Conclusion : N.;1
Premise 1: (not W implies I) and (W and W). Premise 2: If not B then R. Premise 3: B. Premise 4: It is not the case that not R. Conclusion : It is not the case that (not W implies not R).;0
Premise 1: A. Premise 2: Y. Premise 3: It is not the case that Y. Premise 4: Not N and Y. Conclusion : If not A then (N or L).;1
Premise 1: Not not not W and D. Premise 2: If not S then S. Premise 3: D. Premise 4: If not L then (not S and (not W or not W)). Conclusion : If W then W.;1
Premise 1: (J and not W) and not not J. Premise 2: Not W and (not E implies (W implies E)). Premise 3: It is not the case that (Q implies W). Premise 4: It is not the case that W. Conclusion : W.;0
Premise 1: It is not the case that (not U and U). Premise 2: H. Premise 3: It is not the case that not H. Premise 4: U and (H and B). Conclusion : Either not B or (not B and U).;0
Premise 1: It is not the case that (not K and (X iff not X)). Premise 2: Either X or not K. Premise 3: It is not the case that K. Premise 4: F and (not S implies (F implies not K)). Conclusion : It is not the case that K.;1
Premise 1: Not U and S. Premise 2: U and L. Premise 3: B. Premise 4: L. Conclusion : (S or not U) and not L.;1
Premise 1: L and not (not F and U). Premise 2: L. Premise 3: It is not the case that (not L or not U). Premise 4: It is not the case that L. Conclusion : U.;1
Premise 1: It is not the case that not C. Premise 2: Y and ((Y and J) iff not C). Premise 3: It is not the case that (Y implies Y). Premise 4: It is not the case that (not S and Y). Conclusion : If ((Y implies C) or Y) then not J.;1
Premise 1: J and J. Premise 2: (not W and (B implies not W)) if and only if J. Premise 3: If J then W. Premise 4: J. Conclusion : Not B and N.;1
Premise 1: It is not the case that (not S or U). Premise 2: S. Premise 3: Not H if and only if not S. Premise 4: It is not the case that not (not S implies S). Conclusion : If H then U.;0
Premise 1: Either not not R or (J or B). Premise 2: If B then R. Premise 3: It is not the case that U. Premise 4: If J then R. Conclusion : U.;0
Premise 1: If X then not F. Premise 2: Not F and not (X implies L). Premise 3: It is not the case that L. Premise 4: S. Conclusion : It is not the case that F.;1
Premise 1: V. Premise 2: K. Premise 3: It is not the case that V. Premise 4: Either A or K. Conclusion : Either V or not (not A and O).;1
Premise 1: V. Premise 2: It is not the case that (J and V). Premise 3: It is not the case that (E and (E iff N)). Premise 4: J. Conclusion : J.;1
Premise 1: It is not the case that D. Premise 2: If not H then D. Premise 3: If U then not H. Premise 4: If H then not D. Conclusion : Not U and not U.;1
Premise 1: If not G then (not G implies T). Premise 2: It is not the case that not G. Premise 3: It is not the case that (A and not O). Premise 4: O and T. Conclusion : Either G or (A implies A).;1
Premise 1: S and (not D and D). Premise 2: It is not the case that L. Premise 3: If S then not W. Premise 4: If L then (D and D). Conclusion : It is not the case that not not L.;1
